 ,"3342123","163175844","0","138757","2842", , , , , , , , , , , , , , 
 ,"849157","16913802","0","2098","105", , , , , , , , , , , , , , 
 ,"334940","8435197","0", , , , , , , , , , , , , , , , 
 ,"82678","3416839","0", , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , , , , , ,"D00A183[00600]", ,"D00A183[00800]", , , , , , , , , , , 
 , , , , , ,"114533", ,"830", , , , , , , , , , , 
 , , , , , ,"19615", ,"81", , , , , , , , , , , 
 , , , , , ,"34304", , , , , , , , , , , , , 
 , , , , , ,"6904", ,"118", , , , , , , , , , , 
 , , , , , ,"9701", , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , , , , , , ,"D00A184[00700]", , ,"D00A184[01000]", ,"D00A184[01200]", , , , , , , 
 , , , , , , ,"165133554", , ,"548887", ,"292639", , , , , , , 
 , , , , , , ,"57569976", , ,"96072", ,"120505", , , , , , , 
 , , , , , , ,"22299755", , ,"58639", ,"39649", , , , , , , 
 , , , , , , ,"84642044", , ,"188684", ,"160309", , , , , , , 
 , , , , , , ,"92031707", , ,"280649", ,"448478", , , , , , , 
 , , , , , , ,"33288337", , ,"38025", ,"164987", , , , , , , 
 , , , , , , ,"74884089", , ,"8840", ,"111186", , , , , , , 
 , , , , , , ,"27699110", , ,"67110", ,"77989", , , , , , , 
 , , , , , , ,"308319982", , ,"1615378", ,"107914", , , , , , , 
 , , , , , , ,"27078110", , ,"134116", ,"22949", , , , , , , 
 , , , , , , ,"91147049", , ,"330022", ,"22149", , , , , , , 
 , , , , , , ,"38996365", , ,"51313", ,"2087", , , , , , , 
 , , , , , , ,"5601094", , ,"3698", , , , , , , , , 
 , , , , , , ,"72360872", , ,"98007", ,"330169", , , , , , , 
 , , , , , , ,"19970235", , ,"22764", ,"33294", , , , , , , 
 , , , , , , ,"46270522", , ,"171224", ,"91399", , , , , , , 
 , , , , , , ,"42970954", , ,"62458", ,"51261", , , , , , , 
 , , , , , , ,"436241128", , ,"2784251", ,"4329082", , , , , , , 
 , , , , , , ,"3150436", , , , , , , , , , , , 
 , , , , , , ,"9020616", , ,"459079", , , , , , , , , 
 , , , , , , ,"8995035", , , , , , , , , , , , 
 , , , , , , ,"3985075", , , , , , , , , , , , 
 , , , , , , ,"2423871", , ,"50110", , , , , , , , , 
 , , , , , , ,"5490346", , ,"1611", ,"31220", , , , , , , 
 , , , , , , ,"10659711", , , , , , , , , , , , 
 , , , , , , ,"15354544", , ,"9250", ,"96737", , , , , , , 
 , , , , , , ,"65271303", , ,"3733", ,"404165", , , , , , , 
 , , , , , , ,"68516997", , ,"822", ,"2686", , , , , , , 
 , , , , , , ,"163175844", , ,"138757", ,"94826", , , , , , , 
 , , , , , , ,"16913802", , ,"2098", ,"74756", , , , , , , 
 , , , , , , ,"8435197", , , , , , , , , , , , 
 , , , , , , ,"3416839", , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A185[00100]","D00A185[00200]","D00A185[00300]","D00A185[00400]","D00A185[00500]","D00A185[00600]","D00A185[00700]", , , , , , , , , , , , 
 ,"0","292639", , ,"101149", , , , , , , , , , , , , , 
 ,"0","120505", , ,"37622", , , , , , , , , , , , , , 
 ,"1","39649", , ,"37315", , , , , , , , , , , , , , 
 ,"0","160309", , ,"24294", , , , , , , , , , , , , , 
 ,"0","448478","5","30","162362","2","11", , , , , , , , , , , , 
 ,"0","164987", , ,"22226", , , , , , , , , , , , , , 
 ,"0","111186", , ,"15392", , , , , , , , , , , , , , 
 ,"0","77989","82", ,"25089","26", , , , , , , , , , , , , 
 ,"0","107914","11268", ,"24493","2557", , , , , , , , , , , , , 
 ,"0","22949","246", ,"9978","107", , , , , , , , , , , , , 
 ,"0","22149", , ,"6364", , , , , , , , , , , , , , 
 ,"0","2087", , ,"990", , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","330169", , ,"39599", , , , , , , , , , , , , , 
 ,"0","33294", , ,"13207", , , , , , , , , , , , , , 
 ,"0","91399","7687", ,"31512","2650", , , , , , , , , , , , , 
 ,"0","51261", , ,"19010", , , , , , , , , , , , , , 
 ,"0","4329082","1027","2898","989213","235","662", , , , , , , , , , , , 
 ,"2", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1","31220", , ,"16697", , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","96737", , ,"32492", , , , , , , , , , , , , , 
 ,"1","404165","34","177","465837","39","204", , , , , , , , , , , , 
 ,"0","2686", , ,"1103", , , , , , , , , , , , , , 
 ,"0","94826","82", ,"22087","19", , , , , , , , , , , , , 
 ,"1","74756", , ,"39038", , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 , ,"7110436","20431","3105","2137069","5635","877", , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , , , ,"D00A195[00400]", , ,"D00A195[00700]", , , , , , , , , , , , 
 , , , ,"819304", , , , , , , , , , , , , , , 
 , , , ,"1359736", , , , , , , , , , , , , , , 
 , , , ,"26750", , , , , , , , , , , , , , , 
 , , , ,"2020491", , , , , , , , , , , , , , , 
 , , , ,"562319", , , , , , , , , , , , , , , 
 , , , ,"65819", , , , , , , , , , , , , , , 
 , , , ,"258226", , , , , , , , , , , , , , , 
 , , , ,"521407", , , , , , , , , , , , , , , 
 , , , ,"2543202", , , , , , , , , , , , , , , 
 , , , ,"223301", , , , , , , , , , , , , , , 
 , , , ,"536211", , , , , , , , , , , , , , , 
 , , , ,"2488742", , , , , , , , , , , , , , , 
 , , , ,"436611", , , , , , , , , , , , , , , 
 , , , ,"2764174", , , , , , , , , , , , , , , 
 , , , ,"1921191", , , , , , , , , , , , , , , 
 , , , ,"555896", , , , , , , , , , , , , , , 
 , , , ,"18471357", , , , , , , , , , , , , , , 
 , , , ,"20", , , , , , , , , , , , , , , 
 , , , ,"10619", , , , , , , , , , , , , , , 
 , , , ,"98887", , , , , , , , , , , , , , , 
 , , , ,"562427", , , , , , , , , , , , , , , 
 , , , ,"175099", , , , , , , , , , , , , , , 
 , , , ,"20458", , , , , , , , , , , , , , , 
 , , , ,"6112246", , , , , , , , , , , , , , , 
 , , , ,"4289596", , , , , , , , , , , , , , , 
 , , , ,"7450954", , , , , , , , , , , , , , , 
 , , , ,"1409970", , , , , , , , , , , , , , , 
 , , , ,"638713", , , , , , , , , , , , , , , 
 , , , ,"56343726", , ,"19909403", , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D10A181[00100]","D10A181[00200]","D10A181[00300]","D10A181[00400]","D10A181[00500]", , , , , , , , , , , , , , 
 ,"114533", , , , , , , , , , , , , , , , , , 
 ,"114533", , , , , , , , , , , , , , , , , , 
 ,"108638", , , , , , , , , , , , , , , , , , 
 ,"830", , , , , , , , , , , , , , , , , , 
 ,"171607119", , , , , , , , , , , , , , , , , , 
 ,"171607119", , , , , , , , , , , , , , , , , , 
 ,"171607119", , , , , , , , , , , , , , , , , , 
 ,"1498", , , , , , , , , , , , , , , , , , 
 ,"1243606", , , , , , , , , , , , , , , , , , 
 ,"1243606", , , , , , , , , , , , , , , , , , 
 ,"46369041","19615","2364","81","191481", , , , , , , , , , , , , , 
 ,"73419921","34304","2140", , , , , , , , , , , , , , , , 
 ,"17276991","6904","2502","118","295290", , , , , , , , , , , , , , 
 ,"2080399", , , , , , , , , , , , , , , , , , 
 ,"3810776", , , , , , , , , , , , , , , , , , 
 ,"160116", , , , , , , , , , , , , , , , , , 
 ,"168525", , , , , , , , , , , , , , , , , , 
 ,"328641", , , , , , , , , , , , , , , , , , 
 ,"3482135", , , , , , , , , , , , , , , , , , 
 ,"139", , , , , , , , , , , , , , , , , , 
 ,"25507", , , , , , , , , , , , , , , , , , 
 ,"3545430", , , , , , , , , , , , , , , , , , 
 ,"63295", , , , , , , , , , , , , , , , , , 
 ,"9494", , , , , , , , , , , , , , , , , , 
 ,"17536", , , , , , , , , , , , , , , , , , 
 ,"25606", , , , , , , , , , , , , , , , , , 
 ,"3820270", , , , , , , , , , , , , , , , , , 
 ,"5895", , , , , , , , , , , , , , , , , , 
 ,"1498", , , , , , , , , , , , , , , , , , 
 ,"8832596", , , , , , , , , , , , , , , , , , 
 ,"16498092","171607119","0","8832596","849157", , , , , , , , , , , , , , 
 , ,"171607119", ,"8832596", , , , , , , , , , , , , , , 
 , ,"171607119", ,"8832596", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D10A191[00100]", , , , , , , , , , , , , , , , , , 
 ,"114533", , , , , , , , , , , , , , , , , , 
 ,"114533", , , , , , , , , , , , , , , , , , 
 ,"108638", , , , , , , , , , , , , , , , , , 
 ,"17931", , , , , , , , , , , , , , , , , , 
 ,"122898691", , , , , , , , , , , , , , , , , , 
 ,"5895", , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , ,"D200000[00200]","D200000[00300]","D200000[00400]", ,"D200000[00600]","D200000[00700]", ,"D200000[00900]","D200000[01000]", , , , , , , , , 
 , ,"1146125", , , , , , , , , , , , , , , , , 
 , ,"1146125","114533","10", ,"830","17931", ,"8308","179489", , , , , , , , , 
 , , ,"19615", , ,"81","5816", , , , , , , , , , , , 
 , , ,"34304", , , ,"9319", , , , , , , , , , , , 
 , , ,"6904", , ,"118","1559", , , , , , , , , , , , 
 , , ,"9701", , , ,"923", , , , , , , , , , , , 
 , ,"1146125", , , , , , ,"8308","179489", , , , , , , , , 
 , ,"1146125", , , , , , , , , , , , , , , , , 
 , , ,"65271303", , ,"408109","6434335", , , , , , , , , , , , 
 , , ,"68516997", , ,"3508","4308606", , , , , , , , , , , , 
 , , ,"163175844", , ,"233665","14044063", , , , , , , , , , , , 
 , , ,"16913802", , ,"76854","1647063", , , , , , , , , , , , 
 , , ,"8435197", , , ,"834544", , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D30A180[00100]","D30A180[00200]","D30A180[00300]", , , , , , , , , , , , , , , , 
 , ,"2399066", , , , , , , , , , , , , , , , , 
 , ,"338234", , , , , , , , , , , , , , , , , 
 , ,"838800", , , , , , , , , , , , , , , , , 
 ,"0","548887","189719", , , , , , , , , , , , , , , , 
 ,"0","96072","29994", , , , , , , , , , , , , , , , 
 ,"1","58639","55188", , , , , , , , , , , , , , , , 
 ,"0","188684","28594", , , , , , , , , , , , , , , , 
 ,"0","280649","101603", , , , , , , , , , , , , , , , 
 ,"0","38025","5122", , , , , , , , , , , , , , , , 
 ,"0","8840","1224", , , , , , , , , , , , , , , , 
 ,"0","67110","21589", , , , , , , , , , , , , , , , 
 ,"0","1615378","366634", , , , , , , , , , , , , , , , 
 ,"0","134116","58311", , , , , , , , , , , , , , , , 
 ,"0","330022","94822", , , , , , , , , , , , , , , , 
 ,"0","51313","24349", , , , , , , , , , , , , , , , 
 ,"1","3698","2158", , , , , , , , , , , , , , , , 
 ,"0","98007","11755", , , , , , , , , , , , , , , , 
 ,"0","22764","9030", , , , , , , , , , , , , , , , 
 ,"0","171224","59033", , , , , , , , , , , , , , , , 
 ,"0","62458","23162", , , , , , , , , , , , , , , , 
 ,"0","2784251","636212", , , , , , , , , , , , , , , , 
 ,"2", , , , , , , , , , , , , , , , , , 
 ,"1","459079","306934", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","50110","12942", , , , , , , , , , , , , , , , 
 ,"1","1611","862", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","9250","3107", , , , , , , , , , , , , , , , 
 ,"1","3733","4303", , , , , , , , , , , , , , , , 
 ,"0","822","337", , , , , , , , , , , , , , , , 
 ,"0","138757","32319", , , , , , , , , , , , , , , , 
 ,"1","2098","1096", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 , ,"7225597","2080399", , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , ,"D30A190[00200]","D30A190[00300]", , , , , , , , , , , , , , , , 
 , ,"73701870", , , , , , , , , , , , , , , , , 
 , ,"32826985", , , , , , , , , , , , , , , , , 
 , ,"33013275", , , , , , , , , , , , , , , , , 
 , ,"11824030", , , , , , , , , , , , , , , , , 
 , ,"328892", , , , , , , , , , , , , , , , , 
 , ,"14603580", , , , , , , , , , , , , , , , , 
 , ,"2355752", , , , , , , , , , , , , , , , , 
 , ,"906052", , , , , , , , , , , , , , , , , 
 , ,"4955110", , , , , , , , , , , , , , , , , 
 , ,"8376393", , , , , , , , , , , , , , , , , 
 , ,"2732206", , , , , , , , , , , , , , , , , 
 , ,"2923029", , , , , , , , , , , , , , , , , 
 , ,"1359878", , , , , , , , , , , , , , , , , 
 , ,"42201638", , , , , , , , , , , , , , , , , 
 , ,"4791435", , , , , , , , , , , , , , , , , 
 , ,"20628515", , , , , , , , , , , , , , , , , 
 , ,"2887205", , , , , , , , , , , , , , , , , 
 , ,"148565", , , , , , , , , , , , , , , , , 
 , ,"4539030", , , , , , , , , , , , , , , , , 
 , ,"1561380", , , , , , , , , , , , , , , , , 
 , ,"6249998", , , , , , , , , , , , , , , , , 
 , ,"7023559", , , , , , , , , , , , , , , , , 
 , ,"70871381", , , , , , , , , , , , , , , , , 
 , ,"892828", , , , , , , , , , , , , , , , , 
 , ,"1411741", , , , , , , , , , , , , , , , , 
 , ,"168024", , , , , , , , , , , , , , , , , 
 , ,"395381", , , , , , , , , , , , , , , , , 
 , ,"36634", , , , , , , , , , , , , , , , , 
 , ,"829222", , , , , , , , , , , , , , , , , 
 , ,"189517", , , , , , , , , , , , , , , , , 
 , ,"322089", , , , , , , , , , , , , , , , , 
 , ,"19010", , , , , , , , , , , , , , , , , 
 , ,"6593109", , , , , , , , , , , , , , , , , 
 , ,"237093", , , , , , , , , , , , , , , , , 
 , ,"195831", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D4H0000[00100]","D4H0000[00200]","D4H0000[00300]","D4H0000[00400]", , , , , , , , , , , , , , , 
 , ,"1498", , , , , , , , , , , , , , , , , 
 ,"13021","2364","4","9456", , , , , , , , , , , , , , , 
 , ,"2140", , , , , , , , , , , , , , , , , 
 , ,"2502", , , , , , , , , , , , , , , , , 
 ,"13021", ,"4","9456", , , , , , , , , , , , , , , 
 ,"0","15729","5437", , , , , , , , , , , , , , , , 
 ,"0","39351","12286", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","3215","487", , , , , , , , , , , , , , , , 
 ,"0","8621","3121", , , , , , , , , , , , , , , , 
 ,"0","3964","534", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","159210","51217", , , , , , , , , , , , , , , , 
 ,"0","363292","82455", , , , , , , , , , , , , , , , 
 ,"0","8177","3555", , , , , , , , , , , , , , , , 
 ,"0","5716","1642", , , , , , , , , , , , , , , , 
 ,"0","15439","7326", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","103563","12421", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","6499","2241", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","10572","2416", , , , , , , , , , , , , , , , 
 ,"2", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1","4500","5187", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 , ,"747848","190325", , , , , , , , , , , , , , , , 
 ,"10", , , , , , , , , , , , , , , , , , 
 , ,"4", , , , , , , , , , , , , , , , , 
 , ,"4", , , , , , , , , , , , , , , , , 
 ,"4500", , , , , , , , , , , , , , , , , , 
 ,"4500", , , , , , , , , , , , , , , , , , 
 ,"199781", ,"760869", , , , , , , , , , , , , , , , 
 ,"1205220", ,"1420209", , , , , , , , , , , , , , , , 
 ,"1405001", ,"2181078", , , , , , , , , , , , , , , , 
 , ,"18", , , , , , , , , , , , , , , , , 
 , ,"5", , , , , , , , , , , , , , , , , 
 , ,"0", , , , , , , , , , , , , , , , , 
 ,"390278", ,"605855", , , , , , , , , , , , , , , , 
 ,"19637", , , , , , , , , , , , , , , , , , 
 ,"370641", ,"605855", , , , , , , , , , , , , , , , 
 ,"370641", ,"605855", , , , , , , , , , , , , , , , 
 , ,"5", , , , , , , , , , , , , , , , , 
 , ,"13", , , , , , , , , , , , , , , , , 
 , ,"18", , , , , , , , , , , , , , , , , 
 , ,"13", , , , , , , , , , , , , , , , , 
 , ,"5", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D4K0000[00100]","D4K0000[00200]","D4K0000[00300]","D4K0000[00400]", , , , , , , , , , , , , , , 
 ,"84490","1498","28","41953", , , , , , , , , , , , , , , 
 ,"35224","2364","8","18912", , , , , , , , , , , , , , , 
 , ,"2140", , , , , , , , , , , , , , , , , 
 , ,"2502", , , , , , , , , , , , , , , , , 
 ,"119714", ,"36","60865", , , , , , , , , , , , , , , 
 ,"0","194315","67164", , , , , , , , , , , , , , , , 
 ,"0","12950","4043", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","49120","7444", , , , , , , , , , , , , , , , 
 ,"0","59888","21681", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","1351396","306720", , , , , , , , , , , , , , , , 
 ,"0","12746","5542", , , , , , , , , , , , , , , , 
 ,"0","18222","5236", , , , , , , , , , , , , , , , 
 ,"0","928","440", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","72552","8702", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","2829","975", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","64606","14763", , , , , , , , , , , , , , , , 
 ,"2", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1","2919","3364", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 , ,"1842471","446074", , , , , , , , , , , , , , , , 
 ,"10","28","280", , , , , , , , , , , , , , , , 
 , ,"8", , , , , , , , , , , , , , , , , 
 , ,"36","280", , , , , , , , , , , , , , , , 
 ,"2919", , , , , , , , , , , , , , , , , , 
 ,"2919", , , , , , , , , , , , , , , , , , 
 ,"506939", ,"1962185", , , , , , , , , , , , , , , , 
 ,"280", , , , , , , , , , , , , , , , , , 
 ,"940664", ,"923530", , , , , , , , , , , , , , , , 
 ,"1447883", ,"2885715", , , , , , , , , , , , , , , , 
 , ,"34", , , , , , , , , , , , , , , , , 
 , ,"25", , , , , , , , , , , , , , , , , 
 , ,"1", , , , , , , , , , , , , , , , , 
 ,"1064620", ,"2121849", , , , , , , , , , , , , , , , 
 ,"81897", , , , , , , , , , , , , , , , , , 
 ,"982723", ,"2121849", , , , , , , , , , , , , , , , 
 ,"982723", ,"2121849", , , , , , , , , , , , , , , , 
 ,"8","12", , , , , , , , , , , , , , , , , 
 , ,"14", , , , , , , , , , , , , , , , , 
 ,"8","26", , , , , , , , , , , , , , , , , 
 ,"8","12", , , , , , , , , , , , , , , , , 
 , ,"14", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D4L0000[00100]","D4L0000[00200]","D4L0000[00300]","D4L0000[00400]", , , , , , , , , , , , , , , 
 , ,"1498", , , , , , , , , , , , , , , , , 
 ,"11983","2364","2","4728", , , , , , , , , , , , , , , 
 , ,"2140", , , , , , , , , , , , , , , , , 
 , ,"2502", , , , , , , , , , , , , , , , , 
 ,"11983", ,"2","4728", , , , , , , , , , , , , , , 
 ,"0","13565","4689", , , , , , , , , , , , , , , , 
 ,"0","1650","515", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","3069","465", , , , , , , , , , , , , , , , 
 ,"0","84024","30419", , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0","313839","71230", , , , , , , , , , , , , , , , 
 ,"0","9897","4303", , , , , , , , , , , , , , , , 
 ,"0","3976","1142", , , , , , , , , , , , , , , , 
 ,"0","71","34", , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"0","222426","26677", , , , , , , , , , , , , , , , 
 ,"0","871","346", , , , , , , , , , , , , , , , 
 ,"0","967","333", , , , , , , , , , , , , , , , 
