"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D00A185)", ,"D00A185[00100]","D00A185[00200]","D00A185[00300]","D00A185[00400]","D00A185[00500]","D00A185[00600]","D00A185[00700]"
"Line(05000)", ,"0","292639", , ,"101149"
"Line(05100)", ,"0","120505", , ,"37622"
"Line(05200)", ,"1","39649", , ,"37315"
"Line(05300)", ,"0","160309", , ,"24294"
"Line(05400)", ,"0","448478","5","30","162362","2","11"
"Line(05700)", ,"0","164987", , ,"22226"
"Line(05800)", ,"0","111186", , ,"15392"
"Line(05900)", ,"0","77989","82", ,"25089","26"
"Line(06000)", ,"0","107914","11268", ,"24493","2557"
"Line(06200)", ,"0","22949","246", ,"9978","107"
"Line(06500)", ,"0","22149", , ,"6364"
"Line(06600)", ,"0","2087", , ,"990"
"Line(06800)", ,"1"
"Line(06900)", ,"0","330169", , ,"39599"
"Line(07000)", ,"0","33294", , ,"13207"
"Line(07100)", ,"0","91399","7687", ,"31512","2650"
"Line(07200)", ,"0","51261", , ,"19010"
"Line(07300)", ,"0","4329082","1027","2898","989213","235","662"
"Line(07301)", ,"2"
"Line(07400)", ,"1"
"Line(07600)", ,"1"
"Line(07601)", ,"1"
"Line(07602)", ,"0"
"Line(07603)", ,"1","31220", , ,"16697"
"Line(07604)", ,"1"
"Line(07605)", ,"0","96737", , ,"32492"
"Line(09000)", ,"1","404165","34","177","465837","39","204"
"Line(09001)", ,"0","2686", , ,"1103"
"Line(09100)", ,"0","94826","82", ,"22087","19"
"Line(09200)", ,"1","74756", , ,"39038"
"Line(09201)", ,"0"
"Line(09400)", ,"1"
"Line(09500)", ,"1"
"Line(20000)", , ,"7110436","20431","3105","2137069","5635","877"
