"","","","","INCREASES","","","","DECREASES","","","Wkst."
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Report (A6000R0)","A6000R0[00000]","A6000R0[00100]", ,"A6000R0[00300]","A6000R0[00400]","A6000R0[00500]", ,"A6000R0[00700]","A6000R0[00800]","A6000R0[00900]"
"Line(00100)","IDS   RECLASS","R", ,"194","3824216","3595596", ,"5","108426","87122"
"Line(00200)","IDS   RECLASS","R", ,"194","689079","193322", ,"5","2115171","3286922"
"Line(00300)","IDS   RECLASS","R", ,"194","815150","468845", ,"5","3911803","1450528"
"Line(00400)","IDS   RECLASS","R", ,"194","206202","223204"
"Line(00500)","IDS   RECLASS","R", ,"194","568386","318181"
"Line(00600)","IDS   RECLASS","R", ,"194","32367","25424"
