"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"______________", , , , , , , , , , , , , , , , , , 
 ,"4861560", , , , , , , , , , , , , , , , , , 
 ,"481127", , , , , , , , , , , , , , , , , , 
 ,"642", , , , , , , , , , , , , , , , , , 
 ,"503", , , , , , , , , , , , , , , , , , 
 ,"25", , , , , , , , , , , , , , , , , , 
 ,"1203722", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"474974", , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
