"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A181[00100]", ,"D00A181[00300]","D00A181[00400]","D00A181[00500]","D00A181[00600]","D00A181[00700]", , , , , , , , , , , , 
 ,"12759151", ,"12759151","180174","71","48627","3443764", , , , , , , , , , , , 
 ,"1217831", ,"1217831","10369","117","4157","488240", , , , , , , , , , , , 
 ,"1838080", ,"1838080","14624","126", , , , , , , , , , , , , , 
 ,"688836", ,"688836","5494","125","2590","324734", , , , , , , , , , , , 
 ,"404546", ,"404546","2796","145","1100","159159", , , , , , , , , , , , 
 ,"1619098", ,"1619098","15423","105","6134","643947", , , , , , , , , , , , 
 ,"1031723", ,"1031723","9253","112","3284","366166", , , , , , , , , , , , 
 ,"635016", ,"635016","6720","95","2640","249480", , , , , , , , , , , , 
 ,"981048", ,"981048","4541","216","49","10586", , , , , , , , , , , , 
 ,"154463", ,"154463","662","233","104","24266", , , , , , , , , , , , 
 ,"644205", ,"644205","6476","99","126","12534", , , , , , , , , , , , 
 ,"764794", ,"764794","10308","74", , , , , , , , , , , , , , 
 ,"1222408", ,"1222408","24760","49","4987","246208", , , , , , , , , , , , 
 ,"472912", ,"472912","3385","140","13","1816", , , , , , , , , , , , 
 ,"137221", ,"137221","17097","8", , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A182[00100]","D00A182[00200]","D00A182[00300]","D00A182[00400]","D00A182[00500]", , , , , , , , , , , , , , 
 ,"8499251","368142090","0","80301902","1853930", , , , , , , , , , , , , , 
 ,"82452","515164","0","270","43", , , , , , , , , , , , , , 
 ,"1370117","59181129","0","7794584","180452", , , , , , , , , , , , , , 
 ,"1741746","54684366","0","252345","8037", , , , , , , , , , , , , , 
 ,"1468817","436277705","0","66631126","224347", , , , , , , , , , , , , , 
 ,"4875228","168682214","0","25374208","733365", , , , , , , , , , , , , , 
 ,"2585403","62805180","0","1404263","57806", , , , , , , , , , , , , , 
 ,"611797","16094533","0","1523310","57906", , , , , , , , , , , , , , 
 ,"731422","200213569","0","25377710","92705", , , , , , , , , , , , , , 
 ,"1126268","75892736","0","7637126","113335", , , , , , , , , , , , , , 
 ,"2771961","142973150","0","26790082","519406", , , , , , , , , , , , , , 
 ,"4378451","615800782","0","80940380","575486", , , , , , , , , , , , , , 
 ,"115694","6645625","0","319378","5560", , , , , , , , , , , , , , 
 ,"108908","9626070","0","427252","4834", , , , , , , , , , , , , , 
 ,"1506369","64929999","0","19284098","447391", , , , , , , , , , , , , , 
 ,"627340","25652243","0","7498029","183372", , , , , , , , , , , , , , 
