"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D10C181)", ,"D10C181[00100]","D10C181[00200]","D10C181[00300]"
"Line(00100)", ,"3385"
"Line(00200)", ,"3385"
"Line(00400)", ,"3385"
"Line(00900)", ,"13"
"Line(02100)", ,"3341655"
"Line(02700)", ,"3341655"
"Line(03700)", ,"3341655"
"Line(03800)", ,"987"
"Line(03900)", ,"12833"
"Line(04100)", ,"12833"
"Line(04800)", ,"11015"
"Line(04900)", ,"23848"
"Line(05000)", ,"1852"
"Line(05100)", ,"763"
"Line(05200)", ,"2615"
"Line(05300)", ,"21233"
"Line(09000)", ,"472912","3341655","0"
"Line(09100)", , ,"3341655"
"Line(09200)", ,"9371","3341655","0"
