"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (E00A18A)", ,"E00A18A[00100]","E00A18A[00200]"
"Line(00101)", ,"22653969"
"Line(00102)", ,"67961906"
"Line(00200)", ,"6187266"
"Line(00300)", ,"8633308"
"Line(00400)", ,"483"
"Line(00500)", ,"301"
"Line(00600)", ,"6"
"Line(00900)", ,"307"
"Line(01000)", ,"415"
"Line(01100)", ,"14"
"Line(01200)", ,"321"
"Line(01300)", ,"320"
"Line(01400)", ,"320"
"Line(01500)", ,"320"
"Line(01800)", ,"320"
"Line(01900)", ,"1"
"Line(02000)", ,"1"
"Line(02100)", ,"1"
"Line(02200)", ,"30621946"
"Line(02400)", ,"108"
"Line(02900)", ,"30621946"
"Line(03000)", ,"0"
"Line(03100)", ,"0"
"Line(03200)", ,"0"
"Line(03300)", ,"0"
"Line(03400)", ,"5930809"
"Line(03502)", , ,"7493921"
"Line(03503)", , ,"5605041"
"Line(03600)", ,"5605041"
"Line(04700)", ,"138960937"
"Line(04900)", ,"138960937"
"Line(05000)", ,"10356078"
"Line(05200)", ,"9674012"
"Line(05400)", ,"15701"
"Line(05500)", ,"9887250"
"Line(05800)", ,"224007"
"Line(05900)", ,"169117985"
"Line(06000)", ,"81605"
"Line(06100)", ,"169036380"
"Line(06200)", ,"5734592"
"Line(06300)", ,"987128"
"Line(06400)", ,"1727818"
"Line(06500)", ,"1123082"
"Line(06600)", ,"1269649"
"Line(06700)", ,"163437742"
"Line(07093)", ,"-24822"
"Line(07094)", ,"-247226"
"Line(07100)", ,"163165694"
"Line(07101)", ,"3263314"
"Line(07200)", ,"156647583"
"Line(07400)", ,"3254797"
"Line(07500)", ,"1762291"
"Line(09000)", ,"6187266"
