"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D4K0000)", ,"D4K0000[00100]","D4K0000[00200]","D4K0000[00300]","D4K0000[00400]"
"Line(00100)", ,"322696","1375","88","120967"
"Line(00200)", , ,"3635"
"Line(00300)", , ,"2880"
"Line(00400)", , ,"1294"
"Line(00500)", , ,"3746"
"Line(00600)", , ,"2981"
"Line(00601)", , ,"3525"
"Line(00700)", ,"322696", ,"88","120967"
"Line(00800)", ,"0","2115827","486266"
"Line(00900)", ,"1","44213","28407"
"Line(01000)", ,"0"
"Line(01100)", ,"0","219893","40631"
"Line(01200)", ,"0","141449","26549"
"Line(01300)", ,"0"
"Line(01301)", ,"0"
"Line(01500)", ,"0","421901","48600"
"Line(01600)", ,"0"
"Line(01700)", ,"0"
"Line(01800)", ,"0","1758933","235067"
"Line(01801)", ,"0","1487666","662925"
"Line(02100)", ,"0","182883","52465"
"Line(02200)", ,"0"
"Line(02300)", ,"0","27952","7191"
"Line(02400)", ,"0"
"Line(02700)", ,"0","27253","1630"
"Line(02701)", ,"0","7234","1788"
"Line(02800)", ,"0"
"Line(02900)", ,"0","775","226"
"Line(03000)", ,"0"
"Line(03100)", ,"0","23370","8702"
"Line(03200)", ,"1"
"Line(03400)", ,"0"
"Line(03497)", ,"1"
"Line(03700)", ,"1","507879","354573"
"Line(03800)", ,"0","3412","1003"
"Line(03900)", ,"0"
"Line(03901)", ,"0"
"Line(04100)", , ,"6970640","1956023"
"Line(04200)", , ,"88"
"Line(04800)", , ,"88"
"Line(05100)", ,"507879"
"Line(05200)", ,"3412"
"Line(05500)", ,"511291"
"Line(05600)", ,"2076990", ,"7293336"
"Line(05900)", ,"5007461", ,"9253772"
"Line(06100)", ,"7084451", ,"16547108"
"Line(06200)", , ,"125"
"Line(06300)", , ,"85"
"Line(06400)", , ,"1"
"Line(06500)", ,"4817427", ,"11252033"
"Line(06600)", ,"279840"
"Line(06700)", ,"4537587", ,"11252033"
"Line(06900)", ,"4537587", ,"11252033"
"Line(07000)", ,"30","33"
"Line(07100)", ,"8"
"Line(07300)", , ,"54"
"Line(07400)", ,"38","87"
"Line(07500)", ,"30","54"
"Line(07700)", ,"33", ,"144117"
"Line(07800)", ,"8", ,"135723"
