"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A181[00100]", ,"D00A181[00300]","D00A181[00400]","D00A181[00500]","D00A181[00600]","D00A181[00700]", , , , , , , , , , , , 
 ,"26520684", ,"26520684","250846","106","103950","10989594", , , , , , , , , , , , 
 ,"668220", ,"668220","5950","112","4856","545377", , , , , , , , , , , , 
 ,"749402", ,"749402","4971","151","2247","338735", , , , , , , , , , , , 
 ,"167929", ,"167929","2190","77","464","35580", , , , , , , , , , , , 
 ,"1184792", ,"1184792","4734","250","2041","510801", , , , , , , , , , , , 
 ,"4790154", ,"4790154","18617","257","5711","1469440", , , , , , , , , , , , 
 ,"1486666", ,"1486666","7043","211", , , , , , , , , , , , , , 
 ,"633538", ,"633538","8548","74","3107","230291", , , , , , , , , , , , 
 ,"449533", ,"449533","13731","33", , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A182[00100]","D00A182[00200]","D00A182[00300]","D00A182[00400]","D00A182[00500]", , , , , , , , , , , , , , 
 ,"26616230","1089241927","0","239329441","5848254", , , , , , , , , , , , , , 
 ,"3122230","55809374","0","11337732","634289", , , , , , , , , , , , , , 
 ,"918177","50141149","0","1574960","28841", , , , , , , , , , , , , , 
 ,"3428550","173074758","0","33253583","658753", , , , , , , , , , , , , , 
 ,"10623957","435384983","0","59933661","1462441", , , , , , , , , , , , , , 
 ,"10946411","302679781","0","3209602","116075", , , , , , , , , , , , , , 
 ,"1982492","89682976","0","671893","14853", , , , , , , , , , , , , , 
 ,"895269","247596590","0","38125580","137862", , , , , , , , , , , , , , 
 ,"1613350","220713264","0","21517034","157290", , , , , , , , , , , , , , 
 ,"1006784","126582660","0","36174971","287736", , , , , , , , , , , , , , 
 ,"6490957","723100261","0","114532526","1028158", , , , , , , , , , , , , , 
 ,"37908","3090038","0","32976","405", , , , , , , , , , , , , , 
 ,"1013620","111540752","0","32663203","296811", , , , , , , , , , , , , , 
 ,"14248","14066636","0","61308","62", , , , , , , , , , , , , , 
 ,"614035","68356795","0","26021158","233748", , , , , , , , , , , , , , 
 ,"1926820","72657399","0","14829473","393263", , , , , , , , , , , , , , 
 ,"45521","18066384","0","2710357","6830", , , , , , , , , , , , , , 
 ,"1899358","98471396","0","21140715","407762", , , , , , , , , , , , , , 
 ,"1258775","35713023","0","4967283","175082", , , , , , , , , , , , , , 
 ,"651926","102238303","0","30182688","192475", , , , , , , , , , , , , , 
 ,"677357","116456420","0","31340901","182279", , , , , , , , , , , , , , 
 ,"4855097","590981759","0","66785864","548646", , , , , , , , , , , , , , 
