"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D4P0000)", ,"D4P0000[00100]","D4P0000[00200]","D4P0000[00300]"
"Line(00100)", , ,"1375"
"Line(00200)", , ,"3635"
"Line(00300)", , ,"2880"
"Line(00400)", , ,"1294"
"Line(00500)", , ,"3746"
"Line(00600)", , ,"2981"
"Line(00601)", , ,"3525"
"Line(00800)", ,"0","15710","3611"
"Line(00900)", ,"1"
"Line(01000)", ,"0"
"Line(01100)", ,"0"
"Line(01200)", ,"0","10202","1915"
"Line(01300)", ,"0"
"Line(01301)", ,"0"
"Line(01500)", ,"0","22972","2646"
"Line(01600)", ,"0"
"Line(01700)", ,"0"
"Line(01800)", ,"0","409813","54768"
"Line(01801)", ,"0","113309","50492"
"Line(02100)", ,"0","22795","6539"
"Line(02200)", ,"0"
"Line(02300)", ,"0","523","135"
"Line(02400)", ,"0"
"Line(02700)", ,"0","591","35"
"Line(02701)", ,"0","1533","379"
"Line(02800)", ,"0"
"Line(02900)", ,"0"
"Line(03000)", ,"0"
"Line(03100)", ,"0","494","184"
"Line(03200)", ,"1"
"Line(03400)", ,"0","345479","88549"
"Line(03497)", ,"1"
"Line(03700)", ,"1","85461","59664"
"Line(03800)", ,"0"
"Line(03900)", ,"0"
"Line(03901)", ,"0"
"Line(04100)", , ,"1028882","268917"
"Line(05100)", ,"85461"
"Line(05500)", ,"85461"
"Line(05600)", ,"268917", ,"1028882"
"Line(05900)", ,"1721411", ,"1143403"
"Line(06100)", ,"1990328", ,"2172285"
"Line(06200)", , ,"20"
"Line(06300)", , ,"8"
"Line(06400)", , ,"0"
"Line(06500)", ,"796131", ,"868914"
"Line(06600)", ,"10106"
"Line(06700)", ,"786025", ,"868914"
"Line(06900)", ,"786025", ,"868914"
"Line(07000)", , ,"3"
"Line(07300)", , ,"17"
"Line(07400)", , ,"20"
"Line(07500)", , ,"17"
"Line(07700)", , ,"3","10106"
