"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A181[00100]", ,"D00A181[00300]","D00A181[00400]","D00A181[00500]","D00A181[00600]","D00A181[00700]", , , , , , , , , , , , 
 ,"26944410", ,"26944410","194550","139","58212","8062362", , , , , , , , , , , , 
 ,"3232334", ,"3232334","11249","287","3785","1087582", , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A182[00100]","D00A182[00200]","D00A182[00300]","D00A182[00400]","D00A182[00500]", , , , , , , , , , , , , , 
 ,"16013149","270163608","0","40135929","2378937", , , , , , , , , , , , , , 
 ,"3683818","88202078","0","11271364","470760", , , , , , , , , , , , , , 
 ,"29032852","912684664","0","37357148","1188331", , , , , , , , , , , , , , 
 ,"1363093","112078280","0","1766553","21485", , , , , , , , , , , , , , 
 ,"13732153","276728755","0","4814404","238905", , , , , , , , , , , , , , 
 ,"1467820","20919233","0","458734","32188", , , , , , , , , , , , , , 
 ,"362896","8554914","0","2187153","92779", , , , , , , , , , , , , , 
 ,"4733925","69183360","0","5065266","346596", , , , , , , , , , , , , , 
 ,"7373093","712294786","0","76318338","789971", , , , , , , , , , , , , , 
 ,"2126685","95129709","0","17143670","383264", , , , , , , , , , , , , , 
 ,"1112676","43324331","0","3898961","100133", , , , , , , , , , , , , , 
 ,"1002385","79346845","0","29877943","377448", , , , , , , , , , , , , , 
 ,"993023","24022415","0","6453281","266759", , , , , , , , , , , , , , 
 ,"904152","62155339","0","6404235","93162", , , , , , , , , , , , , , 
 ,"48784","3111291","0","497501","7801", , , , , , , , , , , , , , 
 ,"4258695","38987365","0","7174864","783732", , , , , , , , , , , , , , 
 ,"2754470","24857206","0","2737541","303352", , , , , , , , , , , , , , 
 ,"15814292","1629411021","0","168542191","1635871", , , , , , , , , , , , , , 
 ,"936941","3546191","0","23961","6331", , , , , , , , , , , , , , 
 ,"912007","27989622","0","1404381","45760", , , , , , , , , , , , , , 
 ,"55202","183075","0","6865","2070", , , , , , , , , , , , , , 
 ,"1659525","6875462","0","2239","540", , , , , , , , , , , , , , 
 ,"3654563","57590087","0","2627971","166766", , , , , , , , , , , , , , 
 ,"2573067","9555120","0","277377","74694", , , , , , , , , , , , , , 
 ,"1936477","7823994","0","125457","31051", , , , , , , , , , , , , , 
 ,"601305","33719923","0","1475319","26308", , , , , , , , , , , , , , 
 ,"2136578","9353109","0","130182","29738", , , , , , , , , , , , , , 
 ,"2253801","6468089","0","123164","42916", , , , , , , , , , , , , , 
 ,"1016622","8521944","0","23728","2831", , , , , , , , , , , , , , 
