"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A181[00100]", ,"D00A181[00300]","D00A181[00400]","D00A181[00500]","D00A181[00600]","D00A181[00700]", , , , , , , , , , , , 
 ,"14827188", ,"14827188","122422","121","48871","5919256", , , , , , , , , , , , 
 ,"3294295", ,"3294295","15730","209","7141","1495540", , , , , , , , , , , , 
 ,"1986450", ,"1986450","11781","169", , , , , , , , , , , , , , 
 ,"1261988", ,"1261988","3086","409","4","1636", , , , , , , , , , , , 
 ,"839754", ,"839754","4846","173","1614","279690", , , , , , , , , , , , 
 ,"221323", ,"221323","3330","66", , , , , , , , , , , , , , 
 ,"1241924", ,"1241924","9636","129","3086","397724", , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"D00A182[00100]","D00A182[00200]","D00A182[00300]","D00A182[00400]","D00A182[00500]", , , , , , , , , , , , , , 
 ,"16541213","314828603","0","44729093","2350067", , , , , , , , , , , , , , 
 ,"1698445","32862124","0", , , , , , , , , , , , , , , , 
 ,"1038015","25289918","0","209480","8598", , , , , , , , , , , , , , 
 ,"2827869","81548102","0","12279376","425812", , , , , , , , , , , , , , 
 ,"216288","8920641","0","1630","40", , , , , , , , , , , , , , 
 ,"10273279","160166050","0","21125967","1355041", , , , , , , , , , , , , , 
 ,"508215","8694329","0","2092","122", , , , , , , , , , , , , , 
 ,"1903217","59984436","0","1194293","37894", , , , , , , , , , , , , , 
 ,"445126","17859269","0","966693","24094", , , , , , , , , , , , , , 
 ,"52580","508121","0","9385","971", , , , , , , , , , , , , , 
 ,"384071","104060334","0","16207146","59821", , , , , , , , , , , , , , 
 ,"33213","4477410","0", , , , , , , , , , , , , , , , 
 ,"1744002","62950039","0","6334724","175504", , , , , , , , , , , , , , 
 ,"96808","6487343","0", , , , , , , , , , , , , , , , 
 ,"1210393","54656719","0","14096367","312164", , , , , , , , , , , , , , 
 ,"3396462","230476776","0","40816939","601519", , , , , , , , , , , , , , 
 ,"2414177","67210298","0","8650881","310740", , , , , , , , , , , , , , 
 ,"60788","1772435","0","143098","4908", , , , , , , , , , , , , , 
 ,"315971","10611146","0","5849","174", , , , , , , , , , , , , , 
 ,"721966","42366753","0","12773489","217673", , , , , , , , , , , , , , 
 ,"2232","1751258","0","88", , , , , , , , , , , , , , , 
 ,"551968","18896515","0","34533","1009", , , , , , , , , , , , , , 
 ,"3724815","77294061","0","23867500","1150175", , , , , , , , , , , , , , 
 ,"195728","3733054","0","95785","5022", , , , , , , , , , , , , , 
 ,"144516","8209666","0","2012","35", , , , , , , , , , , , , , 
