"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"G000000[00100]", , , , , , , , , , , , , , , , , , 
 ,"188592762", , , , , , , , , , , , , , , , , , 
 ,"7147730", , , , , , , , , , , , , , , , , , 
 ,"70789095", , , , , , , , , , , , , , , , , , 
 ,"31840860", , , , , , , , , , , , , , , , , , 
 ,"17046348", , , , , , , , , , , , , , , , , , 
 ,"14881504", , , , , , , , , , , , , , , , , , 
 ,"-630936186", , , , , , , , , , , , , , , , , , 
 ,"-300637887", , , , , , , , , , , , , , , , , , 
 ,"40269302", , , , , , , , , , , , , , , , , , 
 ,"13805109", , , , , , , , , , , , , , , , , , 
 ,"-12839276", , , , , , , , , , , , , , , , , , 
 ,"617138489", , , , , , , , , , , , , , , , , , 
 ,"-246627652", , , , , , , , , , , , , , , , , , 
 ,"107353095", , , , , , , , , , , , , , , , , , 
 ,"-76789672", , , , , , , , , , , , , , , , , , 
 ,"319331236", , , , , , , , , , , , , , , , , , 
 ,"-259983506", , , , , , , , , , , , , , , , , , 
 ,"501657125", , , , , , , , , , , , , , , , , , 
 ,"986062244", , , , , , , , , , , , , , , , , , 
 ,"29573642", , , , , , , , , , , , , , , , , , 
 ,"1015635886", , , , , , , , , , , , , , , , , , 
 ,"1216655124", , , , , , , , , , , , , , , , , , 
 ,"42696434", , , , , , , , , , , , , , , , , , 
 ,"14900869", , , , , , , , , , , , , , , , , , 
 ,"14927651", , , , , , , , , , , , , , , , , , 
 ,"72524954", , , , , , , , , , , , , , , , , , 
 ,"49958932", , , , , , , , , , , , , , , , , , 
 ,"49958932", , , , , , , , , , , , , , , , , , 
 ,"122483886", , , , , , , , , , , , , , , , , , 
 ,"1094171238", , , , , , , , , , , , , , , , , , 
 ,"1094171238", , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , ,"G100000[00200]", , , , , , , , , , , , , , , , , 
 , ,"882251382", , , , , , , , , , , , , , , , , 
 , ,"-36446332", , , , , , , , , , , , , , , , , 
 , ,"845805050", , , , , , , , , , , , , , , , , 
 , ,"845805050", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"G200000[00000]","G200000[00100]","G200000[00200]","G200000[00300]", , , , , , , , , , , , , , , , 
 ,"183719966", ,"183719966", , , , , , , , , , , , , , , , 
 ,"9281378", ,"9281378", , , , , , , , , , , , , , , , 
 ,"8976149", ,"8976149", , , , , , , , , , , , , , , , 
 ,"201977493", ,"201977493", , , , , , , , , , , , , , , , 
 ,"64249505", ,"64249505", , , , , , , , , , , , , , , , 
 ,"50702393", ,"50702393", , , , , , , , , , , , , , , , 
 ,"13008533", ,"13008533", , , , , , , , , , , , , , , , 
 ,"127960431", ,"127960431", , , , , , , , , , , , , , , , 
 ,"329937924", ,"329937924", , , , , , , , , , , , , , , , 
 ,"898594285","1275799290","2147483647", , , , , , , , , , , , , , , , 
 ,"93981002","530076108","624057110", , , , , , , , , , , , , , , , 
 , ,"7912024","7912024", , , , , , , , , , , , , , , , 
 , ,"3555140","3555140", , , , , , , , , , , , , , , , 
 ,"1033732","451838","1485570", , , , , , , , , , , , , , , , 
 ,"950621","7030901","7981522", , , , , , , , , , , , , , , , 
"TRASNPLANT RELATED","7139783","2718655","9858438", , , , , , , , , , , , , , , , 
"PHYSICIAN REVENUE", ,"891723822","891723822", , , , , , , , , , , , , , , , 
"OTHER REVENUE","2437075","22222215","24659290", , , , , , , , , , , , , , , , 
 ,"1334074422","2147483647","2147483647", , , , , , , , , , , , , , , , 
 , ,"1129956235", , , , , , , , , , , , , , , , , 
"NON HOSPITAL BASED CLINICS","67701397", , , , , , , , , , , , , , , , , , 
 , ,"67701397", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"G300000[00100]", , , , , , , , , , , , , , , , , , 
 ,"2147483647", , , , , , , , , , , , , , , , , , 
 ,"2147483647", , , , , , , , , , , , , , , , , , 
 ,"1075848037", , , , , , , , , , , , , , , , , , 
 ,"1197657632", , , , , , , , , , , , , , , , , , 
 ,"-121809595", , , , , , , , , , , , , , , , , , 
 ,"85363263", , , , , , , , , , , , , , , , , , 
 ,"85363263", , , , , , , , , , , , , , , , , , 
 ,"-36446332", , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
