"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D10A181)", ,"D10A181[00100]","D10A181[00200]","D10A181[00300]","D10A181[00400]","D10A181[00500]"
"Line(00100)", ,"122422"
"Line(00200)", ,"122422"
"Line(00400)", ,"109809"
"Line(00900)", ,"48871"
"Line(02100)", ,"90692646"
"Line(02700)", ,"90692646"
"Line(03700)", ,"90692646"
"Line(03800)", ,"741"
"Line(03900)", ,"36204614"
"Line(04100)", ,"36204614"
"Line(04300)", ,"26231708","15730","1668","7141","11908474"
"Line(04301)", ,"16295956","11781","1383"
"Line(04302)", ,"9343814","3086","3028","4","12111"
"Line(04800)", ,"104466119"
"Line(04900)", ,"152591318"
"Line(05000)", ,"7647979"
"Line(05100)", ,"10732286"
"Line(05200)", ,"18380265"
"Line(05300)", ,"134211053"
"Line(08700)", ,"12613"
"Line(08800)", ,"741"
"Line(08900)", ,"9343963"
"Line(09000)", ,"14827188","90692646","0","9343963","1527626"
"Line(09100)", , ,"90692646", ,"9343963"
"Line(09200)", ,"499759","90692646","0","9343963","51485"
