"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"E00A18A[00100]","E00A18A[00200]", , , , , , , , , , , , , , , , , 
 ,"119008233", , , , , , , , , , , , , , , , , , 
 ,"38238529", , , , , , , , , , , , , , , , , , 
 ,"15435326", , , , , , , , , , , , , , , , , , 
 ,"25820996", , , , , , , , , , , , , , , , , , 
 ,"1189", , , , , , , , , , , , , , , , , , 
 ,"528", , , , , , , , , , , , , , , , , , 
 ,"528", , , , , , , , , , , , , , , , , , 
 ,"637", , , , , , , , , , , , , , , , , , 
 ,"18", , , , , , , , , , , , , , , , , , 
 ,"545", , , , , , , , , , , , , , , , , , 
 ,"546", , , , , , , , , , , , , , , , , , 
 ,"547", , , , , , , , , , , , , , , , , , 
 ,"546", , , , , , , , , , , , , , , , , , 
 ,"1", , , , , , , , , , , , , , , , , , 
 ,"547", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"38037086", , , , , , , , , , , , , , , , , , 
 ,"2", , , , , , , , , , , , , , , , , , 
 ,"109", , , , , , , , , , , , , , , , , , 
 ,"2", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"82197", , , , , , , , , , , , , , , , , , 
 ,"38119283", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"32810519", , , , , , , , , , , , , , , , , , 
 , ,"2147483647", , , , , , , , , , , , , , , , , 
 , ,"0", , , , , , , , , , , , , , , , , 
 , ,"34248348", , , , , , , , , , , , , , , , , 
 , ,"8632467", , , , , , , , , , , , , , , , , 
 ,"8632467", , , , , , , , , , , , , , , , , , 
 ,"252244357", , , , , , , , , , , , , , , , , , 
 ,"252244357", , , , , , , , , , , , , , , , , , 
 ,"16639720", , , , , , , , , , , , , , , , , , 
 ,"9864834", , , , , , , , , , , , , , , , , , 
 ,"212000", , , , , , , , , , , , , , , , , , 
 ,"137791", , , , , , , , , , , , , , , , , , 
 ,"20722413", , , , , , , , , , , , , , , , , , 
 ,"228964", , , , , , , , , , , , , , , , , , 
 ,"871279", , , , , , , , , , , , , , , , , , 
 ,"300921358", , , , , , , , , , , , , , , , , , 
 ,"210974", , , , , , , , , , , , , , , , , , 
 ,"300710384", , , , , , , , , , , , , , , , , , 
 ,"10807864", , , , , , , , , , , , , , , , , , 
 ,"1711570", , , , , , , , , , , , , , , , , , 
 ,"5556411", , , , , , , , , , , , , , , , , , 
 ,"3611667", , , , , , , , , , , , , , , , , , 
