"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (G000000)", ,"G000000[00100]","G000000[00200]","G000000[00300]"
"Line(00100)", ,"5277631"
"Line(00300)", ,"20224971"
"Line(00400)", ,"814157413"
"Line(00500)", ,"33800327"
"Line(00600)", ,"-580538645"
"Line(00700)", ,"11789621"
"Line(00800)", ,"2985262"
"Line(01100)", ,"307696580"
"Line(01200)", ,"35438499"
"Line(01300)", ,"16282476"
"Line(01400)", ,"-12776743"
"Line(01500)", ,"1014181318"
"Line(01600)", ,"-651013137"
"Line(01700)", ,"17146705"
"Line(01800)", ,"-8462194"
"Line(01900)", ,"430557393"
"Line(02000)", ,"-271270352"
"Line(02300)", ,"381888231"
"Line(02400)", ,"-269207686"
"Line(02700)", ,"97590784"
"Line(02800)", ,"-88676463"
"Line(03000)", ,"691678831"
"Line(03100)", ,"-601758793","434470135","258097685"
"Line(03400)", ,"11942879"
"Line(03500)", ,"-589815914","434470135","258097685"
"Line(03600)", ,"409559497","434470135","258097685"
"Line(03700)", ,"31714387"
"Line(04000)", ,"1658691"
"Line(04100)", ,"1046173"
"Line(04400)", ,"25642389"
"Line(04500)", ,"60061640"
"Line(04700)", ,"3411632"
"Line(04900)", ,"1300000"
"Line(05000)", ,"4711632"
"Line(05100)", ,"64773272"
"Line(05200)", ,"344786225"
"Line(05300)", , ,"434470135"
"Line(05400)", , , ,"258097685"
"Line(05900)", ,"344786225","434470135","258097685"
