"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D10C181)", ,"D10C181[00100]","D10C181[00200]","D10C181[00300]"
"Line(00100)", ,"6670"
"Line(00200)", ,"6670"
"Line(00400)", ,"6670"
"Line(00900)", ,"1723"
"Line(02100)", ,"4515184"
"Line(02700)", ,"4515184"
"Line(03700)", ,"4515184"
"Line(03800)", ,"677"
"Line(03900)", ,"1166368"
"Line(04100)", ,"1166368"
"Line(04800)", ,"855195"
"Line(04900)", ,"2021563"
"Line(05000)", ,"45418"
"Line(05100)", ,"33122"
"Line(05200)", ,"78540"
"Line(05300)", ,"1943023"
"Line(09000)", ,"175850","4515184","0"
"Line(09100)", , ,"4515184"
"Line(09200)", , ,"4515184"
